permit id,address,description,category,value,issue date,location
6241435,11004 RIVIERA PL NE,"Construct carport and entry addition to existing single family residence, per plan.",SINGLE FAMILY / DUPLEX,13396,2010-11-15 00:00:00,"{'latitude': '47.70996056', 'longitude': '-122.27619606', 'needs_recoding': False}"
6157950,4404 S MYRTLE ST,Establish and construct new single family residence per standard plan   #6175908.,SINGLE FAMILY / DUPLEX,272539,2010-11-15 00:00:00,"{'latitude': '47.53912096', 'longitude': '-122.27772841', 'needs_recoding': False}"
6257987,1506 5TH AVE W,Establish use as and construct new single family residence per plan.,SINGLE FAMILY / DUPLEX,396798,2010-11-17 00:00:00,"{'latitude': '47.63263843', 'longitude': '-122.36340322', 'needs_recoding': False}"
6247028,6827 29TH AVE NE,"Establish use as single family residence and construct one family dwelling, per plans",SINGLE FAMILY / DUPLEX,346997,2010-11-18 00:00:00,"{'latitude': '47.67844916', 'longitude': '-122.29665875', 'needs_recoding': False}"
6252935,6550 49TH AVE SW,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish Use and Construct new single family dweling with attached garage per plan.,SINGLE FAMILY / DUPLEX,258829,2010-11-18 00:00:00,"{'latitude': '47.54365523', 'longitude': '-122.39492508', 'needs_recoding': False}"
6252938,6546 49TH AVE SW,Establish use and Construct new SFR with attached garage per plan.,SINGLE FAMILY / DUPLEX,250154,2010-11-18 00:00:00,"{'latitude': '47.54376463', 'longitude': '-122.39493188', 'needs_recoding': False}"
6204824,6239 LAKE SHORE DR S,Construct new house and establish use as single family residence per plan.,SINGLE FAMILY / DUPLEX,659177,2010-11-18 00:00:00,"{'latitude': '47.54600611', 'longitude': '-122.25960482', 'needs_recoding': False}"
6190626,8415 44TH AVE S,"Establish use for and construct new single family dwelling with attached garage, per plans.",SINGLE FAMILY / DUPLEX,251553,2010-11-22 00:00:00,"{'latitude': '47.52728802', 'longitude': '-122.27837085', 'needs_recoding': False}"
6259086,6533 EARL AVE NW,"Establish and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,263417,2010-11-23 00:00:00,"{'latitude': '47.67692134', 'longitude': '-122.39212033', 'needs_recoding': False}"
6249328,422 MALDEN AVE E,"Construct South Duplex, per plan (Establish use and construct 2 duplex and 1 fourplex structures <8 units> Review and process for 3 AP's under 6249328).",SINGLE FAMILY / DUPLEX,348898,2010-11-24 00:00:00,"{'latitude': '47.62264588', 'longitude': '-122.31347573', 'needs_recoding': False}"
6254985,432 MALDEN AVE E,"Construct East Fourplex, per plan (Establish use and construct 2 duplex and 1 fourplex structures <8 units> Review and process for 3 AP's under 6249328).",MULTIFAMILY,718958,2010-11-24 00:00:00,"{'latitude': '47.62277528', 'longitude': '-122.31322592', 'needs_recoding': False}"
6254984,436 MALDEN AVE E,"Construct North Duplex, per plan (Establish use and construct 2 duplex and 1 fourplex structures <8 units> Review and process for 3 AP's under 6249328).",SINGLE FAMILY / DUPLEX,348898,2010-11-24 00:00:00,"{'latitude': '47.62277683', 'longitude': '-122.31347241', 'needs_recoding': False}"
6255345,3816 19TH AVE SW,"Construct single family dwelling with attached garage, per plan",SINGLE FAMILY / DUPLEX,276029,2010-11-30 00:00:00,"{'latitude': '47.56955338', 'longitude': '-122.35773126', 'needs_recoding': False}"
6254355,8142 20TH AVE SW,"Establish use and construct single family residence, per plan.",SINGLE FAMILY / DUPLEX,272623,2010-12-02 00:00:00,"{'latitude': '47.52875966', 'longitude': '-122.35868881', 'needs_recoding': False}"
6245080,3701 W BARRETT ST,"Construct new single family dwelling with attached garage and shoring, accessed by shared easement, per plan.",SINGLE FAMILY / DUPLEX,405591,2010-12-02 00:00:00,"{'latitude': '47.64661995', 'longitude': '-122.40471406', 'needs_recoding': False}"
6261459,4131 44TH AVE SW,Construct new singe family dwelling with on-site parking per plans.,SINGLE FAMILY / DUPLEX,223183,2010-12-06 00:00:00,"{'latitude': '47.56565822', 'longitude': '-122.38868195', 'needs_recoding': False}"
6259043,14022 MERIDIAN AVE N,Establish use and construct single family residence per plan,SINGLE FAMILY / DUPLEX,206996,2010-12-06 00:00:00,"{'latitude': '47.73120505', 'longitude': '-122.33362548', 'needs_recoding': False}"
6258622,562 GALER ST,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Construct retaining wall per plan,SINGLE FAMILY / DUPLEX,10000,2010-12-07 00:00:00,"{'latitude': '47.63242743', 'longitude': '-122.34529367', 'needs_recoding': False}"
6263251,7741 CREST DR NE,"Establish use as and construct new single family residence with attached garage, per plan",SINGLE FAMILY / DUPLEX,410232,2010-12-13 00:00:00,"{'latitude': '47.68565512', 'longitude': '-122.27448919', 'needs_recoding': False}"
6258008,3010 39TH AVE SW,"Construct and establish new single family residence with detached garage, per plan.",SINGLE FAMILY / DUPLEX,300943,2010-12-14 00:00:00,"{'latitude': '47.57702078', 'longitude': '-122.38104377', 'needs_recoding': False}"
6258124,2820 NW 66TH ST,"Establish use as and construct single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,237865,2010-12-14 00:00:00,"{'latitude': '47.67682251', 'longitude': '-122.39389048', 'needs_recoding': False}"
6254321,2811 SW BATAAN ST,Establish use and construct one new single family residence (bldg 6) with detached garage per plan.  (Reviews and processing for 6 A/P under AP#6254315).,SINGLE FAMILY / DUPLEX,207570,2010-12-14 00:00:00,"{'latitude': '47.54568003', 'longitude': '-122.36939929', 'needs_recoding': False}"
6254320,2809 SW BATAAN ST,Establish use and construct one new single family residence (bldg 5) with detached garage per plan.  (Reviews and processing for 6 A/P under AP#6254315).,SINGLE FAMILY / DUPLEX,179326,2010-12-14 00:00:00,"{'latitude': '47.54571779', 'longitude': '-122.36926174', 'needs_recoding': False}"
6254318,2807 SW BATAAN ST,Establish use and construct one new single family residence (bldg 4) with detached garages per plan.  (Reviews and processing for 6 A/P under AP#6254315).,SINGLE FAMILY / DUPLEX,207570,2010-12-14 00:00:00,"{'latitude': '47.54572778', 'longitude': '-122.36913561', 'needs_recoding': False}"
6254317,2805 SW BATAAN ST,Establish use and construct one new single family residence (bldg 3)with detached garage per plan.   (Reviews and processing for 6 A/P under AP#6254315).,SINGLE FAMILY / DUPLEX,207570,2010-12-14 00:00:00,"{'latitude': '47.5457487', 'longitude': '-122.36901795', 'needs_recoding': False}"
6254316,2803 SW BATAAN ST,Establish use and construct new one single family residence (bldg 2) with detached garages per plan.   (Reviews and processing for 6 A/P under AP#6254315).,SINGLE FAMILY / DUPLEX,207570,2010-12-14 00:00:00,"{'latitude': '47.5457641', 'longitude': '-122.36890013', 'needs_recoding': False}"
6254315,2801 SW BATAAN ST,Establish use and construct one new single family residence (bldg 1) with detached garage per plans.   (Reviews and processing for 6 A/P under AP#6254315).,SINGLE FAMILY / DUPLEX,179326,2010-12-14 00:00:00,"{'latitude': '47.54580975', 'longitude': '-122.36883545', 'needs_recoding': False}"
6253429,124 NE 59TH ST,"Establish and construct single family dwelling with attached garage, per plan.  work will include new curb cut.",SINGLE FAMILY / DUPLEX,413530,2010-12-16 00:00:00,"{'latitude': '47.67177963', 'longitude': '-122.32704808', 'needs_recoding': False}"
6264063,2206 CALIFORNIA AVE SW,Establish use as 4 unit townhouses (Bldg. B) and construct (2 office and apartment live/works/(Bldg. A) review & process for 2 APs under 6260113).,MULTIFAMILY,509100,2010-12-22 00:00:00,"{'latitude': '47.58375441', 'longitude': '-122.38618028', 'needs_recoding': False}"
6247053,6041 BEACH DR SW,"Establish use as and construct new 3-story housw w/ attached garage, per plan.",SINGLE FAMILY / DUPLEX,213566,2010-12-22 00:00:00,"{'latitude': '47.54701347', 'longitude': '-122.39881349', 'needs_recoding': False}"
6129336,1926A SW BRANDON ST,Establish use and construct new single family dwelling with attached garage per plan,SINGLE FAMILY / DUPLEX,336000,2010-12-22 00:00:00,"{'latitude': '47.5540329', 'longitude': '-122.35938048', 'needs_recoding': False}"
6257860,2617 22ND AVE S,"Remove carport, Establish use as and construct new single family residence with attached ADU & attached garage, per plans",SINGLE FAMILY / DUPLEX,309718,2010-12-27 00:00:00,"{'latitude': '47.57942703', 'longitude': '-122.30468003', 'needs_recoding': False}"
6231722,4908 S THISTLE ST,"Establish use as and construct single family residence with attached garage and accessory dwelling unit, per plan.",SINGLE FAMILY / DUPLEX,516098,2010-12-28 00:00:00,"{'latitude': '47.52807849', 'longitude': '-122.27138606', 'needs_recoding': False}"
6260361,2717 36TH AVE SW,Establish use as and construct single family residence on existing foundation per plan.,SINGLE FAMILY / DUPLEX,446970,2010-12-30 00:00:00,"{'latitude': '47.57872985', 'longitude': '-122.37735618', 'needs_recoding': False}"
6176539,6510 34TH AVE SW,Construct duplex (west bldg) per plan.  (Establish use and construct two duplexes/review and process for 2 A/P's under #6176539).,SINGLE FAMILY / DUPLEX,310863,2010-12-30 00:00:00,"{'latitude': '47.54420629', 'longitude': '-122.37482361', 'needs_recoding': False}"
6194263,6512 34TH AVE SW,Construct duplex (east bldg) per plan.  Establish use and construct two duplexes/review and process for 2 A/P's under #6176539).,SINGLE FAMILY / DUPLEX,310863,2010-12-30 00:00:00,"{'latitude': '47.54420783', 'longitude': '-122.37460933', 'needs_recoding': False}"
6247327,3707 S WEBSTER ST,Establish use and construct new single family dwelling (SFR) per plan.,SINGLE FAMILY / DUPLEX,203370,2011-01-03 00:00:00,"{'latitude': '47.53509878', 'longitude': '-122.28548444', 'needs_recoding': False}"
6252279,4519 S KENYON ST,Establish use as single family dwelling and construct one family dwelling with accessory dwelling unit and attached garage per plan,SINGLE FAMILY / DUPLEX,325177,2011-01-04 00:00:00,"{'latitude': '47.53137916', 'longitude': '-122.27514191', 'needs_recoding': False}"
6252834,1610 7TH AVE W,"Establish use as and construct new single family residence and attached garage, per plan.",SINGLE FAMILY / DUPLEX,304032,2011-01-06 00:00:00,"{'latitude': '47.63393054', 'longitude': '-122.36602685', 'needs_recoding': False}"
6263076,4014 NE 57TH ST,"Establish and construct single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,438374,2011-01-11 00:00:00,"{'latitude': '47.6704908', 'longitude': '-122.28418604', 'needs_recoding': False}"
6242426,1412 MADRONA DR,"Establish use and construct single family residence, per plan",SINGLE FAMILY / DUPLEX,750000,2011-01-11 00:00:00,"{'latitude': '47.61268325', 'longitude': '-122.28188619', 'needs_recoding': False}"
6261340,3000 S MOUNT BAKER BLVD,"CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use and construct one single family dwelling with attached garge, per plan.",SINGLE FAMILY / DUPLEX,412859,2011-01-12 00:00:00,"{'latitude': '47.57682512', 'longitude': '-122.29393389', 'needs_recoding': False}"
6245118,3621 W BARRETT ST,Construct new single family dwelling with attached garaged on existing foundation built under AP #6113245 accessed by shared easement per plan.,SINGLE FAMILY / DUPLEX,412063,2011-01-12 00:00:00,"{'latitude': '47.64663381', 'longitude': '-122.40450098', 'needs_recoding': False}"
6253430,128 NE 59TH ST,Establish use as single family residence and construct one family dwelling per plans,SINGLE FAMILY / DUPLEX,414329,2011-01-18 00:00:00,"{'latitude': '47.67177768', 'longitude': '-122.32685614', 'needs_recoding': False}"
6255819,1723 31ST AVE,"Establish use and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,259426,2011-01-19 00:00:00,"{'latitude': '47.61717282', 'longitude': '-122.29287299', 'needs_recoding': False}"
6260128,2104 E PINE ST,"Establish use and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,272096,2011-01-21 00:00:00,"{'latitude': '47.61546078', 'longitude': '-122.30466887', 'needs_recoding': False}"
6250740,4521 RENTON AVE S,"Construct NE single family residence (Establish use as single family dwelling and construct 4 single family residences, per plan / Review and Process 4 AP's under 6250740)",SINGLE FAMILY / DUPLEX,165629,2011-01-21 00:00:00,"{'latitude': '47.56209351', 'longitude': '-122.29189732', 'needs_recoding': False}"
6261586,4527 RENTON AVE S,"Construct SE single family residence (Establish use as single family dwelling and construct 4 single family residences, per plan / Review and Process 4 AP's under 6250740)",SINGLE FAMILY / DUPLEX,163355,2011-01-21 00:00:00,"{'latitude': '47.56198171', 'longitude': '-122.29189681', 'needs_recoding': False}"
6261585,4525 RENTON AVE S,"Construct SW single family residence (Establish use as single family dwelling and construct 4 single family residences, per plan / Review and Process 4 AP's under 6250740)",SINGLE FAMILY / DUPLEX,205212,2011-01-21 00:00:00,"{'latitude': '47.5619725', 'longitude': '-122.29206173', 'needs_recoding': False}"
6261584,4523 RENTON AVE S,"Construct NW single family residence (Establish use as single family dwelling and construct 4 single family residences, per plan / Review and Process 4 AP's under 6250740)",SINGLE FAMILY / DUPLEX,156848,2011-01-21 00:00:00,"{'latitude': '47.56226265', 'longitude': '-122.29213513', 'needs_recoding': False}"
6261320,6759 37TH AVE S,"Construct new single family dwelling with attached garage, per plan.",SINGLE FAMILY / DUPLEX,243310,2011-01-24 00:00:00,"{'latitude': '47.54096557', 'longitude': '-122.28645322', 'needs_recoding': False}"
6268537,2740 47TH AVE SW,"Establish use as and construct single family residence with detached garage, per plan.",SINGLE FAMILY / DUPLEX,309471,2011-01-25 00:00:00,"{'latitude': '47.578119', 'longitude': '-122.39176398', 'needs_recoding': False}"
6272928,8318 RAINIER AVE S,Complete work approved under permit #6090018.  Subject to Field Inspection (STFI),MULTIFAMILY,1000,2011-01-26 00:00:00,"{'latitude': '47.52888252', 'longitude': '-122.26962843', 'needs_recoding': False}"
6261081,4001 W DRAVUS ST,"Establish use and construct new single family residence with attached garage, per plan",SINGLE FAMILY / DUPLEX,421906,2011-01-27 00:00:00,"{'latitude': '47.64846146', 'longitude': '-122.40797668', 'needs_recoding': False}"
6194792,3408 NW MARKET ST,"Remove portion of duplex to convert to Single family dwelling, existing attached one car garage to remain.  Establish use as and construct new single family residence and duplex w/three open parking stalls.  Review and processing for 3 ap under 6194792",SINGLE FAMILY / DUPLEX,15000,2011-01-27 00:00:00,"{'latitude': '47.66881721', 'longitude': '-122.40158485', 'needs_recoding': False}"
6206045,3404 NW MARKET ST,"North SFR this permit. Establish use as and construct new single family residence and duplex w/three open parking stalls. Remove portion of duplex to convert to Single family dwelling, existing attached one car garage to remain. Review and processing for 3 ap under 6194792",SINGLE FAMILY / DUPLEX,183089,2011-01-27 00:00:00,"{'latitude': '47.66902619', 'longitude': '-122.40158549', 'needs_recoding': False}"
6206044,3406 NW MARKET ST,"Construct center duplex this permit. Establish use as and construct new single family residence and duplex w/three open parking stalls. Remove portion of duplex to convert to Single family dwelling, existing attached one car garage to remain. Review and processing for 3 ap under 6194792",SINGLE FAMILY / DUPLEX,299795,2011-01-27 00:00:00,"{'latitude': '47.66895904', 'longitude': '-122.40153956', 'needs_recoding': False}"
6264688,808 28TH AVE E,Establish Use & Construct new SFR with attached garage per plan.,SINGLE FAMILY / DUPLEX,277184,2011-01-28 00:00:00,"{'latitude': '47.62619419', 'longitude': '-122.29620646', 'needs_recoding': False}"
6260073,9026 3RD AVE SW,Establish use and construct new single family residence with attached garage per plan,SINGLE FAMILY / DUPLEX,235135,2011-01-28 00:00:00,"{'latitude': '47.5219747', 'longitude': '-122.33870409', 'needs_recoding': False}"
6243389,5750 S RYAN ST,"Establish use as and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,389349,2011-01-31 00:00:00,"{'latitude': '47.50989138', 'longitude': '-122.25989291', 'needs_recoding': False}"
6240939,3410 CLAREMONT AVE S,"CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use and construction new SFR with attached 3-car garage, per plan.",SINGLE FAMILY / DUPLEX,467588,2011-01-31 00:00:00,"{'latitude': '47.57226', 'longitude': '-122.29472679', 'needs_recoding': False}"
6268146,1527 SUNSET AVE SW,Establish use and construct new single family dwelling with attached garage per plan,SINGLE FAMILY / DUPLEX,278460,2011-02-01 00:00:00,"{'latitude': '47.59008083', 'longitude': '-122.39096665', 'needs_recoding': False}"
6268147,1529 SUNSET AVE SW,Establish use and construct new single family dwelling with attached garage per plan,SINGLE FAMILY / DUPLEX,281839,2011-02-01 00:00:00,"{'latitude': '47.590037', 'longitude': '-122.39101595', 'needs_recoding': False}"
6254255,3012 SW BATAAN ST,Establish use as townhomes and construct 4 unit townhome (bldg 2) with attached garages per plan. (Review & process 9 AP's under 6254254).,MULTIFAMILY,657816,2011-02-01 00:00:00,"{'latitude': '47.5458586', 'longitude': '-122.37111311', 'needs_recoding': False}"
6254254,3000 SW BATAAN ST,Establish use as townhomes and construct new 5 unit townhome (bldg 1) with attached garages per plan. (Review & process 9 AP's under 6254254).,MULTIFAMILY,807149,2011-02-01 00:00:00,"{'latitude': '47.54592793', 'longitude': '-122.3706582', 'needs_recoding': False}"
6254305,3001 SW BATAAN ST,"Establish use and construct new single family residence (bldg 1) with detached garage, per plan.  (Reviews and processing for 6 A/P under AP#6254305)",SINGLE FAMILY / DUPLEX,211772,2011-02-01 00:00:00,"{'latitude': '47.54552523', 'longitude': '-122.37051449', 'needs_recoding': False}"
6254314,3015 SW BATAAN ST,Establish and construct one new single family residence (bldg 6) with detached garage per plan.  (Reviews and processing for 6 A/P under AP#6254305).,SINGLE FAMILY / DUPLEX,210656,2011-02-01 00:00:00,"{'latitude': '47.5454047', 'longitude': '-122.37117749', 'needs_recoding': False}"
6254313,3011 SW BATAAN ST,Establish and construct one new single family residence (bldg 5) with detached garage per plan.  (Reviews and processing for 6 A/P under AP#6254305).,SINGLE FAMILY / DUPLEX,181020,2011-02-01 00:00:00,"{'latitude': '47.54543412', 'longitude': '-122.37104377', 'needs_recoding': False}"
6254311,3009 SW BATAAN ST,Establish use and construct new one single family residence (bldg 4) with detached garage per plan. (Reviews and processing for 6 A/P under AP#6254305).,SINGLE FAMILY / DUPLEX,211772,2011-02-01 00:00:00,"{'latitude': '47.54544406', 'longitude': '-122.37092171', 'needs_recoding': False}"
6254308,3005 SW BATAAN ST,Establish use and construct one new single family residence (bldg 3) with detached garage per plan.  (Reviews and processing for 6 A/P under AP#6254305).,SINGLE FAMILY / DUPLEX,181336,2011-02-01 00:00:00,"{'latitude': '47.54547635', 'longitude': '-122.37077992', 'needs_recoding': False}"
6254307,3003 SW BATAAN ST,Establish and construct one new single family residence (bldg 2) with detached garage per plan.  (Reviews and processing for 6 A/P under AP#6254305).,SINGLE FAMILY / DUPLEX,211772,2011-02-01 00:00:00,"{'latitude': '47.54549451', 'longitude': '-122.37066219', 'needs_recoding': False}"
6268093,7126 44TH AVE SW,"Establish use and construct new SFR with detached garage, per plan.",SINGLE FAMILY / DUPLEX,287681,2011-02-02 00:00:00,"{'latitude': '47.53903729', 'longitude': '-122.3882895', 'needs_recoding': False}"
6258323,3929 MIDVALE AVE N,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish and construct single family residence per plan,SINGLE FAMILY / DUPLEX,304663,2011-02-02 00:00:00,"{'latitude': '47.65493866', 'longitude': '-122.34392787', 'needs_recoding': False}"
6217563,1222 E MADISON ST,Shoring & excavation for construction of a new mixed-use building (residental and retail) per plan.,MULTIFAMILY,1200000,2011-02-02 00:00:00,"{'latitude': '47.61338199', 'longitude': '-122.3159478', 'needs_recoding': False}"
6254248,2810 SW BATAAN ST,Establish use as townhomes and construct one 5unit townhome (bldg 2) with attached garages per plan. (Review & process 9 AP's under 6254244).,MULTIFAMILY,807149,2011-02-03 00:00:00,"{'latitude': '47.54615519', 'longitude': '-122.36921905', 'needs_recoding': False}"
6254244,2800 SW BATAAN ST,Establish use as townhome and construct one 4-unit townhome (bldg 1) with attached garages per plan. (Review & process 9 AP's under 6254244).,MULTIFAMILY,657816,2011-02-03 00:00:00,"{'latitude': '47.54619592', 'longitude': '-122.36888199', 'needs_recoding': False}"
6266126,2624 BELVIDERE AVE SW,Establish use and Construct a single family residence with attached garage per plan.,SINGLE FAMILY / DUPLEX,301562,2011-02-04 00:00:00,"{'latitude': '47.58045796', 'longitude': '-122.37881591', 'needs_recoding': False}"
6264759,5035 46TH AVE SW,"Establish use as single family residence and construct one family dwelling, per plans.",SINGLE FAMILY / DUPLEX,244015,2011-02-09 00:00:00,"{'latitude': '47.55649194', 'longitude': '-122.39139502', 'needs_recoding': False}"
6251052,11555 38TH AVE NE,Establish use as and construct new Single Family Residence with attached garage per plan.,SINGLE FAMILY / DUPLEX,318429,2011-02-09 00:00:00,"{'latitude': '47.71341677', 'longitude': '-122.28822978', 'needs_recoding': False}"
6161812,1213 6TH AVE N,"Establish use for townhouse and construct new 3-unit townhouse with surface parking, per plans.",MULTIFAMILY,424307,2011-02-09 00:00:00,"{'latitude': '47.63021509', 'longitude': '-122.34529875', 'needs_recoding': False}"
6251506,2628 36TH AVE W,"Establish use for and construct single family residence with on-site parking, per plan",SINGLE FAMILY / DUPLEX,479351,2011-02-10 00:00:00,"{'latitude': '47.64402314', 'longitude': '-122.40341455', 'needs_recoding': False}"
6223905,2331 FAIRVIEW AVE E,Remove an existing one-story floating home and replace it with a new two-story floating home. Construction of the new floating home is to be done off-site.,SINGLE FAMILY / DUPLEX,250000,2011-02-11 00:00:00,"{'latitude': '47.64080412', 'longitude': '-122.33006926', 'needs_recoding': False}"
6161979,7725 BAGLEY AVE N,"Establish use as and construct a single family dwelling with attached garage, per plan.",SINGLE FAMILY / DUPLEX,542783,2011-02-11 00:00:00,"{'latitude': '47.68556163', 'longitude': '-122.33217348', 'needs_recoding': False}"
6269160,160 27TH AVE,"Establish Use as & Construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,285290,2011-02-15 00:00:00,"{'latitude': '47.60304161', 'longitude': '-122.29756457', 'needs_recoding': False}"
6231703,3811 45TH AVE NE,Construct new single family residence with attached garage and establish an Accessory Dwelling Unit per plans,SINGLE FAMILY / DUPLEX,551088,2011-02-15 00:00:00,"{'latitude': '47.65592848', 'longitude': '-122.27983932', 'needs_recoding': False}"
6268771,12026 14TH AVE NE,"Establish and construct single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,280465,2011-02-16 00:00:00,"{'latitude': '47.71665206', 'longitude': '-122.31368872', 'needs_recoding': False}"
6269025,203 29TH AVE,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use as single family dwelling and construct one family dwelling with attached garage per plan.,SINGLE FAMILY / DUPLEX,248276,2011-02-16 00:00:00,"{'latitude': '47.6036877', 'longitude': '-122.2952584', 'needs_recoding': False}"
6266738,7316 33RD AVE NE,"Establish use and construct a new SFR with attached garage, per plan.",SINGLE FAMILY / DUPLEX,343383,2011-02-16 00:00:00,"{'latitude': '47.68177112', 'longitude': '-122.29231674', 'needs_recoding': False}"
6259672,5201 55TH AVE NE,Establish use and construct new single family dwelling with attached garage. (Processing and Review done under 6259672),SINGLE FAMILY / DUPLEX,533914,2011-02-16 00:00:00,"{'latitude': '47.66722063', 'longitude': '-122.26924924', 'needs_recoding': False}"
6248331,136 N 78TH ST,Remove existing garage and construct new single family residence with attached garage per plans,SINGLE FAMILY / DUPLEX,275897,2011-02-16 00:00:00,"{'latitude': '47.68568692', 'longitude': '-122.35635614', 'needs_recoding': False}"
6263988,4055 31ST AVE S,"Establish and construct one single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,232789,2011-02-17 00:00:00,"{'latitude': '47.56656467', 'longitude': '-122.29266051', 'needs_recoding': False}"
6264042,4049 31ST AVE S,"Establish use and construct one new single family residence, with attached garage, per plan.",SINGLE FAMILY / DUPLEX,232789,2011-02-17 00:00:00,"{'latitude': '47.56667608', 'longitude': '-122.29265906', 'needs_recoding': False}"
6256650,1314 NW 90TH ST,"Establish and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,222944,2011-02-17 00:00:00,"{'latitude': '47.69440852', 'longitude': '-122.3735683', 'needs_recoding': False}"
6266112,7519 BROOKLYN AVE NE,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use & construct single family residence with detached garage/office per plan. (project includes removal of existing detached garage),SINGLE FAMILY / DUPLEX,377214,2011-02-18 00:00:00,"{'latitude': '47.68377993', 'longitude': '-122.31440945', 'needs_recoding': False}"
6265070,2137 NE 81ST PL,"Establish use and construct single family residence with detached garage, per plans.",SINGLE FAMILY / DUPLEX,403741,2011-02-18 00:00:00,"{'latitude': '47.68757977', 'longitude': '-122.30388468', 'needs_recoding': False}"
6150288,338 N 75TH ST,"Establish use as single family dwelling; construct a new Single Family Dwelling with basement garage, per plan.",SINGLE FAMILY / DUPLEX,342199,2011-02-23 00:00:00,"{'latitude': '47.68356048', 'longitude': '-122.35356481', 'needs_recoding': False}"
6237703,3832 S EDMUNDS ST,"Alteration to existing single family dwelling by removing rear deck, establish use for duplex per revision 6362354 with on-site off alley parking and occupy per plan.",MULTIFAMILY,560117,2011-02-23 00:00:00,"{'latitude': '47.55896315', 'longitude': '-122.28389835', 'needs_recoding': False}"
6142183,825 NW 97TH ST,Construct North triplex townhouse this permit.  (Construct 2 triplex townhouse with attached garages per plan.)  Review and processing for 2 ap under 6142183,MULTIFAMILY,505591,2011-02-23 00:00:00,"{'latitude': '47.69996689', 'longitude': '-122.36720621', 'needs_recoding': False}"
6155640,829 NW 97TH ST,Construct South triplex townhouse this permit.  (Construct 2 triplex townhouse with attached garages per plan.)  Review and processing for 2 ap under 6142183,MULTIFAMILY,504588,2011-02-23 00:00:00,"{'latitude': '47.69981344', 'longitude': '-122.36720063', 'needs_recoding': False}"
6146472,1540 18TH AVE S,Construct East duplex (Establish use and construct two 2-unit townhouses and one single family residence per plan. Review and process 3 A/P's under 6142710).,SINGLE FAMILY / DUPLEX,307598,2011-03-01 00:00:00,"{'latitude': '47.58886958', 'longitude': '-122.30901551', 'needs_recoding': False}"
6177898,1542 18TH AVE S,Construct one single family residence (Establish use and construct two 2-unit townhouses and one single family residence per plans. Review and process 3 A/P's under 6142710).,SINGLE FAMILY / DUPLEX,207806,2011-03-01 00:00:00,"{'latitude': '47.5887874', 'longitude': '-122.30911169', 'needs_recoding': False}"
6142710,1534 18TH AVE S,Construct West duplex (Establish use and construct two 2-unit townhouses and one single family residence per plan. Review and process 3 A/P's under 6142710).,SINGLE FAMILY / DUPLEX,409512,2011-03-01 00:00:00,"{'latitude': '47.58887585', 'longitude': '-122.30926549', 'needs_recoding': False}"
6250302,1024 E SHELBY ST,"CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish and construct new single family residence, per plan.",SINGLE FAMILY / DUPLEX,546462,2011-03-03 00:00:00,"{'latitude': '47.6470872', 'longitude': '-122.31843211', 'needs_recoding': False}"
6266732,355 19TH AVE,"Establish use and construct new single family dwelling with ADU and attached 2-car garage. Existing detached 1-car garage to remain, all  per plan",SINGLE FAMILY / DUPLEX,263084,2011-03-07 00:00:00,"{'latitude': '47.60593455', 'longitude': '-122.30786465', 'needs_recoding': False}"
6253410,6027 8TH AVE NE,Establish use as single family residence and construct one family dwelling per plans,SINGLE FAMILY / DUPLEX,256455,2011-03-08 00:00:00,"{'latitude': '47.67300438', 'longitude': '-122.32027732', 'needs_recoding': False}"
6269039,6777 37TH AVE S,"Construct new SFR with attached garage, all per plan.",SINGLE FAMILY / DUPLEX,250441,2011-03-09 00:00:00,"{'latitude': '47.54061123', 'longitude': '-122.28641526', 'needs_recoding': False}"
6165535,10728 17TH AVE NE,Establish use and construct single family dwelling with attached garage per plan.,SINGLE FAMILY / DUPLEX,315608,2011-03-09 00:00:00,"{'latitude': '47.70747011', 'longitude': '-122.30924601', 'needs_recoding': False}"
6266711,6846 52ND AVE NE,"Establish use as single family residence and construct one family dwelling with attached accessory dwelling unit, per plans.",SINGLE FAMILY / DUPLEX,411734,2011-03-11 00:00:00,"{'latitude': '47.67892959', 'longitude': '-122.27128673', 'needs_recoding': False}"
6269715,7511 14TH AVE NE,"Establish use and construct single family residence, per plan.",SINGLE FAMILY / DUPLEX,285702,2011-03-14 00:00:00,"{'latitude': '47.68343915', 'longitude': '-122.31345636', 'needs_recoding': False}"
